 Symbol     Z      N      A               be           Fermi_Energy_P_(MeV)    Fermi_Energy_N_(MeV)    Quad_Def_Beta2_P     Quad_Def_Beta2_N     Quad_Def_Beta2_total   Quad_Moment_Q2_P_(fm^2)    Quad_Moment_Q2_N_(fm^2)    Quad_Moment_Q2_total_(fm^2)     Pairing_gap_P_(MeV)     Pairing_gap_N_(MeV)   RMS_radius_P_(fm)    RMS_radius_N_(fm)    RMS_radius_total_(fm)    Neutron_skin_(fm)    Charge_Radius_(fm)     S_p_(MeV)      S_{2p}_(MeV)     S_n_(MeV)     S_{2n}_(MeV)     Q_{alpha}_(MeV)       
   Ra       88     114    202        -1546.785180               -0.327496               -9.708665             0.156870             0.154648               0.155606               5.265035                   6.849212                     12.114247                   0.623482                0.885907              5.498373             5.549339               5.527194               0.050966              5.557311          1.299427        1.350618       10.692164      19.602570           7.940041            
   Ra       88     116    204        -1565.973836               -0.641306               -9.502064             0.137143             0.133168               0.134861               4.613090                   6.036649                     10.649738                   0.629141                0.864365              5.504444             5.565620               5.539313               0.061176              5.563080          1.536006        1.824299       10.469464      19.188656           7.760726            
   Ra       88     118    206        -1584.857928               -0.867769               -9.377975            -0.117005            -0.116097              -0.116479              -3.945634                  -5.387175                     -9.332809                   0.663230                0.837538              5.511373             5.583085               5.552564               0.071712              5.569700          1.860379        2.438647       10.292998      18.884092           7.591609            
   Ra       88     120    208        -1603.461601               -1.214692               -9.180321            -0.094351            -0.091705              -0.092806              -3.188452                  -4.352635                     -7.541087                   0.676454                0.804871              5.517219             5.599290               5.564715               0.082071              5.575248          2.218919        3.132593       10.123041      18.603673           7.257680            
   Ra       88     122    210        -1621.753818               -1.554135               -8.998700            -0.060932            -0.057355              -0.058825              -2.063642                  -2.783376                     -4.847018                   0.703115                0.784654              5.523311             5.615198               5.576877               0.091887              5.581040          2.612124        3.863370        9.940871      18.292217           6.875190            
   Ra       88     124    212        -1639.941257               -1.923288               -8.657067             0.000000             0.000000               0.000000               0.000012                   0.000014                      0.000026                   0.728509                0.796068              5.530566             5.632341               5.590320               0.101775              5.587984          2.918312        4.446610        9.884081      18.187439           6.249191            
   Ra       88     126    214        -1656.818275               -2.344713               -7.275859             0.000000             0.000000               0.000000               0.000007                   0.000007                      0.000013                   0.725254                1.062450              5.540470             5.652577               5.606748               0.112107              5.597551          3.333771        5.283824        9.367768      16.877018           6.976372            
   Ra       88     128    216        -1668.747531               -2.775050               -5.887057             0.000000             0.000000               0.000000               0.000010                   0.000012                      0.000022                   0.723369                0.749640              5.551700             5.675416               5.625342               0.123716              5.608431          3.761407        6.140731        6.870673      11.929256          11.086920            
   Ra       88     130    218        -1679.814072               -3.318215               -5.796698             0.073462             0.062444               0.066765               2.529385                   3.332372                      5.861757                   0.667205                0.753890              5.569026             5.704342               5.650109               0.135316              5.625348          4.286604        7.246119        6.285035      11.066541          11.092728            
   Ra       88     132    220        -1692.004012               -3.997264               -5.974041             0.127732             0.114848               0.119842               4.437366                   6.303136                     10.740503                   0.588000                0.736811              5.593921             5.740825               5.682519               0.146904              5.649761          4.975047        8.803972        6.840321      12.189940           8.863941            
   Ra       88     134    222        -1703.816680               -4.657268               -5.863217             0.153836             0.142925               0.147106               5.385170                   8.053569                     13.438739                   0.551718                0.749230              5.615325             5.773409               5.711268               0.158084              5.670722          5.603431       10.121000        6.649354      11.812668           7.683360            
   Ra       88     136    224        -1715.383353               -5.337995               -5.723866             0.175949             0.167862               0.170925               6.205561                   9.708268                     15.913828                   0.527752                0.754884              5.636389             5.805915               5.739913               0.169526              5.691349          6.272027       11.489364        6.535393      11.566673           6.612327            
   Ra       88     138    226        -1726.681441               -5.995308               -5.548330             0.194220             0.188883               0.190882               6.899026                  11.204755                     18.103781                   0.522267                0.759685              5.656532             5.837268               5.767566               0.180736              5.711067          6.940093       12.822790        6.406328      11.298088           5.512548            
   Ra       88     140    228        -1737.598401               -6.588248               -5.339825             0.208685             0.205519               0.206692               7.461768                  12.493874                     19.955641                   0.537349                0.762480              5.675166             5.866829               5.793605               0.191663              5.729294          7.566300       14.037438        6.219562      10.916960           4.560250            
   Ra       88     142    230        -1748.071592               -7.111250               -5.122416             0.221173             0.219464               0.220090               7.957920                  13.664116                     21.622035                   0.561360                0.764165              5.692954             5.895355               5.818746               0.202401              5.746684          8.136513       15.134577        5.999918      10.473191           3.789371            
   Ra       88     144    232        -1758.092817               -7.571676               -4.901998             0.233218             0.231622               0.232200               8.443892                  14.762977                     23.206869                   0.582036                0.764726              5.710764             5.923256               5.843565               0.212492              5.764100          8.632428       16.090372        5.775058      10.021225           3.144198            
   Ra       88     146    234        -1767.649677               -7.979181               -4.665057             0.243759             0.240894               0.241921               8.879072                  15.707589                     24.586661                   0.596460                0.767339              5.728056             5.949903               5.867458               0.221847              5.781004          9.053537       16.905465        5.544463       9.556860           2.652768            
   Ra       88     148    236        -1776.669053               -8.347930               -4.410892             0.250217             0.245687               0.247294               9.163375                  16.373429                     25.536803                   0.604957                0.772747              5.743453             5.974378               5.889329               0.230925              5.796033          9.414589       17.612537        5.279731       9.019376           2.375159            
   Ra       88     150    238        -1785.117515               -8.693667               -4.170322             0.251770             0.246022               0.248039               9.262308                  16.741895                     26.004203                   0.612187                0.773827              5.756537             5.996737               5.909062               0.240200              5.808771          9.744401       18.259921        4.997518       8.448462           2.239001            
   Ra       88     152    240        -1793.106363               -9.027878               -3.967593             0.249286             0.243102               0.245249               9.206753                  16.882287                     26.089040                   0.617546                0.773078              5.767774             6.017895               5.927409               0.250121              5.819680         10.062079       18.886746        4.767877       7.988848           2.051231            
   Ra       88     154    242        -1800.793976               -9.358397               -3.794961             0.244351             0.238298               0.240377               9.056773                  16.882056                     25.938829                   0.621836                0.775094              5.778075             6.038616               5.945195               0.260541              5.829663         10.382445       19.521938        4.617892       7.687613           1.725641            
   Ra       88     156    244        -1808.231863               -9.689196               -3.630332             0.236984             0.231543               0.233392               8.812794                  16.726529                     25.539323                   0.621552                0.781956              5.787633             6.058562               5.962269               0.270929              5.838911         10.713519       20.185483        4.497468       7.437887           1.340175            
   Ra       88     158    246        -1815.372800              -10.021421               -3.466534             0.226337             0.221910               0.223399               8.442081                  16.335187                     24.777268                   0.617801                0.788741              5.796292             6.077010               5.978105               0.280718              5.847268         11.059441       20.885849        4.355817       7.140937           0.973580            
   Ra       88     160    248        -1822.177868              -10.349595               -3.314279             0.212235             0.208881               0.209997               7.936937                  15.656512                     23.593449                   0.610358                0.792718              5.803918             6.093729               5.992497               0.289811              5.854603         11.412990       21.606798        4.193264       6.805068           0.609083            
   Ra       88     162    250        -1828.681079              -10.661739               -3.183702             0.196376             0.193500               0.194448               7.361780                  14.761382                     22.123161                   0.602347                0.795490              5.810999             6.109564               6.006162               0.298565              5.861397         11.740924       22.278503        4.045710       6.503211           0.189991            
   Ra       88     164    252        -1834.934331              -10.949666               -3.073270             0.180565             0.177345               0.178395               6.786041                  13.767789                     20.553830                   0.594855                0.797976              5.818283             6.125563               6.020041               0.307280              5.868394         12.029614       22.871455        3.923359       6.253252          -0.231755            
   Ra       88     166    254        -1840.964088              -11.214660               -2.979543             0.164999             0.161054               0.162328               6.217839                  12.724131                     18.941970                   0.587096                0.798313              5.826163             6.142141               6.034542               0.315978              5.875982         12.283492       23.401941        3.813023       6.029757          -0.601212            
   Ra       88     168    256        -1846.809985              -11.462738               -2.906580             0.148484             0.143915               0.145376               5.611523                  11.570233                     17.181756                   0.577091                0.798882              5.834503             6.158964               6.049394               0.324461              5.884028         12.517867       23.904560        3.721546       5.845897          -0.947838            
   Ra       88     170    258        -1852.535387              -11.703489               -2.856780             0.130174             0.125283               0.126832               4.933860                  10.247735                     15.181595                   0.567962                0.799030              5.842983             6.175728               6.064286               0.332745              5.892212         12.733370       24.333142        3.661657       5.725402          -1.329962            
   Ra       88     172    260        -1858.181279              -11.942155               -2.822790             0.110475             0.105426               0.107009               4.199003                   8.772766                     12.971769                   0.559418                0.795935              5.851188             6.192641               6.079220               0.341453              5.900125         12.819435       24.525018        3.620428       5.645892          -1.679034            
   Ra       88     174    262        -1863.925331              -12.094757               -2.856064            -0.096453            -0.096790              -0.096685              -3.675094                  -8.197557                    -11.872651                   0.558511                0.796518              5.858419             6.211519               6.095202               0.353100              5.907073         13.036812       24.978027        3.668253       5.744052          -1.969070            
   Ra       88     176    264        -1869.646655              -12.384039               -2.768915            -0.078469            -0.078419              -0.078434              -2.998763                  -6.758079                     -9.756842                   0.552203                0.768338              5.867137             6.230025               6.111457               0.362888              5.915496         13.342015       25.613358        3.643090       5.721324          -2.399351            
   Ra       88     178    266        -1875.124771              -12.672582               -2.707728            -0.053790            -0.052358              -0.052794              -2.061183                  -4.590935                     -6.652118                   0.544458                0.740567              5.875041             6.248738               6.127633               0.373697              5.923113         13.633203       26.217365        3.493510       5.478116          -2.791474            
   Ra       88     180    268        -1880.529501              -12.955952               -2.654442            -0.000005            -0.000004              -0.000004              -0.000184                  -0.000361                     -0.000545                   0.542494                0.713148              5.882333             6.268765               6.144557               0.386432              5.930123         13.877147       26.706120        3.429223       5.404730          -3.322095            
   Ra       88     182    270        -1886.168049              -13.208687               -2.261244             0.000000             0.000000               0.000000              -0.000017                  -0.000030                     -0.000047                   0.540007                0.726098              5.890902             6.292347               6.164378               0.401445              5.938401         14.131129       27.219779        3.538897       5.638548          -4.044668            
   Ra       88     184    272        -1890.493242              -13.457300               -1.399739             0.000000             0.000000               0.000000              -0.000010                  -0.000014                     -0.000025                   0.538087                0.895790              5.900004             6.315670               6.184248               0.415666              5.947209         14.369346       27.700747        2.973540       4.325193          -3.244972            
   Ra       88     186    274        -1891.527488              -13.718435               -0.473559             0.000000             0.000000               0.000000              -0.000011                  -0.000017                     -0.000028                   0.536365                0.662723              5.909905             6.338325               6.203957               0.428420              5.956810         14.642372       28.250710        1.296379       1.034246          -0.434993            
   Ra       88     188    276        -1891.568837              -13.985263               -0.164383             0.000000             0.000000               0.000000              -0.000014                  -0.000024                     -0.000037                   0.534603                0.677953              5.920918             6.361110               6.224141               0.440192              5.967515         14.884682       28.739007        0.691012       0.041349           0.007941            
   Ra       88     194    282        -1892.062050              -14.975592               -0.299255             0.124432             0.111675               0.115246               4.927285                  11.375126                     16.302411                   0.490095                0.740801              5.972309             6.451265               6.305710               0.478956              6.017851         15.874390       30.774759        1.063314       0.622766          -2.229402            
   Ra       88     196    284        -1892.715877              -15.397346               -0.331322             0.148412             0.134647               0.138465               5.916712                  13.985741                     19.902453                   0.471156                0.743447              5.992509             6.481293               6.333873               0.488784              6.037680         16.286232       31.616028        1.069038       0.653827          -3.128586            
   Ra       88     198    286        -1893.449516              -15.842020               -0.330949             0.169377             0.155021               0.158967               6.799275                  16.416421                     23.215696                   0.457102                0.742085              6.013227             6.511122               6.362075               0.497895              6.058026         16.734454       32.515380        1.109585       0.733639          -4.049667            
   Ra       88     200    288        -1894.182622              -16.277766               -0.279017             0.186406             0.171989               0.175916               7.532122                  18.561285                     26.093407                   0.456602                0.743657              6.032988             6.540088               6.389412               0.507100              6.077424         17.195352       33.427297        1.109424       0.733106          -4.948486            
   Ra       88     202    290        -1894.717189              -16.674594               -0.181158             0.199320             0.185163               0.188985               8.101871                  20.352398                     28.454269                   0.466776                0.745307              6.050910             6.567497               6.415137               0.516587              6.094999         17.611737       34.246776        1.011765       0.534567          -5.661864            
   Ra       88     204    292        -1894.965757              -17.022196               -0.065461             0.209366             0.195234               0.199015               8.556545                  21.844349                     30.400894                   0.478405                0.749886              6.067353             6.593587               6.439525               0.526234              6.111107         17.973804       34.957257        0.871881       0.248568          -6.195344            
   Th       90     116    206        -1566.562467                0.086397               -9.814556             0.158159             0.150093               0.153586               5.508295                   6.845899                     12.354194                   0.657521                0.830763              5.538415             5.582779               5.563440               0.044364              5.596999          0.937647        0.588631       10.782530      19.887716           8.522713            
   Th       90     118    208        -1585.938725               -0.223311               -9.617064             0.134242             0.124792               0.128835               4.683245                   5.821153                     10.504398                   0.674951                0.799449              5.543110             5.597769               5.574184               0.054659              5.601415          1.209489        1.080797       10.503235      19.376258           8.335111            
   Th       90     120    210        -1605.135398               -0.499028               -9.524618            -0.109386            -0.104896              -0.106794              -3.824764                  -5.005272                     -8.830036                   0.716995                0.777868              5.549398             5.614218               5.586530               0.064820              5.607407          1.533623        1.673797       10.386995      19.196673           8.022530            
   Th       90     122    212        -1624.149142               -0.842912               -9.342158            -0.074382            -0.069707              -0.071661              -2.605041                  -3.399317                     -6.004358                   0.741660                0.765615              5.553879             5.628889               5.597168               0.075010              5.611612          1.920050        2.395324       10.278614      19.013744           7.612459            
   Th       90     124    214        -1643.005296               -1.213509               -9.089931             0.000000             0.000000               0.000000               0.000013                   0.000016                      0.000029                   0.775024                0.783015              5.560023             5.644549               5.609156               0.084526              5.617463          2.283786        3.064039       10.202392      18.856154           7.048522            
   Th       90     126    216        -1660.702363               -1.632504               -7.702390             0.000000             0.000000               0.000000               0.000007                   0.000007                      0.000013                   0.768717                1.054234              5.569650             5.664202               5.624998               0.094552              5.626763          2.689030        3.884088        9.767158      17.697067           7.538894            
   Th       90     128    218        -1673.516781               -2.065145               -6.336421             0.000000             0.000000               0.000000               0.000012                   0.000014                      0.000027                   0.764455                0.761444              5.580958             5.686817               5.643355               0.105859              5.637728          3.128537        4.769250        7.315048      12.814418          11.601494            
   Th       90     130    220        -1685.781549               -2.590164               -6.502032             0.100231             0.084270               0.090640               3.571075                   4.520198                      8.091272                   0.685108                0.714356              5.601741             5.718924               5.671278               0.117183              5.658074          3.659895        5.967477        6.870284      12.264768          11.265982            
   Th       90     132    222        -1699.104506               -3.201342               -6.621736             0.148946             0.129426               0.137132               5.357076                   7.136893                     12.493969                   0.610463                0.726460              5.628245             5.754423               5.703606               0.126178              5.684088          4.149478        7.100494        7.381886      13.322957           9.009566            
   Th       90     134    224        -1712.334370               -3.872968               -6.553358             0.182223             0.162117               0.169967               6.614025                   9.185415                     15.799440                   0.561606                0.734255              5.653996             5.789327               5.735337               0.135331              5.709362          4.815507        8.517690        7.345290      13.229864           7.969642            
   Th       90     136    226        -1725.449990               -4.565852               -6.408064             0.208757             0.190206               0.197369               7.642338                  11.069408                     18.711747                   0.541651                0.738238              5.678280             5.824054               5.766444               0.145774              5.733186          5.568020       10.066637        7.294057      13.115620           6.666690            
   Th       90     138    228        -1738.112660               -5.198875               -6.164234             0.226765             0.210444               0.216676               8.361828                  12.561659                     20.923487                   0.541521                0.737747              5.698844             5.855461               5.794144               0.156617              5.753330          6.247503       11.431219        7.069328      12.662670           5.570693            
   Th       90     140    230        -1750.171960               -5.758490               -5.885400             0.239161             0.224874               0.230269               8.873852                  13.750396                     22.624247                   0.553503                0.735584              5.716562             5.883948               5.819023               0.167386              5.770657          6.832205       12.573559        6.766316      12.059300           4.809481            
   Th       90     142    232        -1761.648987               -6.261577               -5.608709             0.248865             0.236405               0.241059               9.286704                  14.797330                     24.084034                   0.567590                0.736589              5.732877             5.911040               5.842570               0.178163              5.786596          7.353173       13.577395        6.474600      11.477027           4.249414            
   Th       90     144    234        -1772.575040               -6.716294               -5.336450             0.257051             0.245788               0.249949               9.644486                  15.739444                     25.383930                   0.581590                0.741960              5.748492             5.937153               5.865309               0.188661              5.801845          7.822924       14.482223        6.202301      10.926053           3.796552            
   Th       90     146    236        -1782.925876               -7.131212               -5.056508             0.263346             0.252391               0.256395               9.931658                  16.524157                     26.455814                   0.590152                0.749511              5.763299             5.961987               5.887008               0.198688              5.816294          8.231405       15.276199        5.921153      10.350836           3.466941            
   Th       90     148    238        -1792.655798               -7.515514               -4.772858             0.266331             0.255174               0.259209              10.090782                  17.065754                     27.156536                   0.596139                0.759233              5.776636             5.984924               5.907023               0.208288              5.829288          8.593920       15.986745        5.619333       9.729922           3.293879            
   Th       90     150    240        -1801.759486               -7.878925               -4.514402             0.265325             0.254077               0.258102              10.092681                  17.343556                     27.436237                   0.601972                0.761914              5.788122             6.006006               5.925239               0.217884              5.840450          8.928065       16.641971        5.312418       9.103688           3.209567            
   Th       90     152    242        -1810.386588               -8.226471               -4.302283             0.260822             0.250036               0.253854               9.955130                  17.411114                     27.366244                   0.608953                0.761575              5.797964             6.026090               5.942272               0.228126              5.849983          9.253362       17.280225        5.075296       8.627102           3.030927            
   Th       90     154    244        -1818.708550               -8.561927               -4.124746             0.254237             0.244332               0.247801               9.733721                  17.351120                     27.084842                   0.614440                0.762633              5.806895             6.045865               5.958836               0.238970              5.858615          9.575425       17.914574        4.923085       8.321962           2.697813            
   Th       90     156    246        -1826.793193               -8.887358               -3.956927             0.245964             0.237085               0.240162               9.444301                  17.163835                     26.608136                   0.617577                0.768527              5.815314             6.065093               5.974922               0.249779              5.866740          9.900230       18.561330        4.807902       8.084643           2.300783            
   Th       90     158    248        -1834.588090               -9.203650               -3.788132             0.235442             0.227534               0.230246               9.064932                  16.783156                     25.848088                   0.616291                0.775529              5.823226             6.083173               5.990142               0.259947              5.874363         10.224691       19.215290        4.669477       7.794897           1.943773            
   Th       90     160    250        -1842.027171               -9.507192               -3.622331             0.222849             0.215464               0.217971               8.602360                  16.183528                     24.785888                   0.610487                0.776922              5.830785             6.100058               6.004511               0.269273              5.881637         10.535074       19.849303        4.495766       7.439081           1.645629            
   Th       90     162    252        -1849.104051               -9.790625               -3.470511             0.208985             0.201389               0.203942               8.087484                  15.396810                     23.484295                   0.601145                0.775026              5.838117             6.116239               6.018386               0.278122              5.888687         10.813232       20.422972        4.314414       7.076880           1.373817            
   Th       90     164    254        -1855.864608              -10.053355               -3.339645             0.194596             0.186192               0.188988               7.549639                  14.486854                     22.036493                   0.591402                0.772149              5.845469             6.132386               6.032284               0.286917              5.895757         11.058267       20.930277        4.153866       6.760557           1.116471            
   Th       90     166    256        -1862.370995              -10.304360               -3.233596             0.179224             0.170141               0.173133               6.971216                  13.471072                     20.442288                   0.582198                0.768897              5.853022             6.148764               6.046441               0.295742              5.903027         11.288100       21.406907        4.023716       6.506387           0.863336            
   Th       90     168    258        -1868.712797              -10.554425               -3.156822             0.161545             0.152689               0.155577               6.300588                  12.300400                     18.600989                   0.574286                0.768854              5.860951             6.165193               6.060797               0.304242              5.910671         11.527094       21.902812        3.939776       6.341802           0.551291            
   Th       90     170    260        -1874.965764              -10.807635               -3.106184             0.141138             0.133488               0.135960               5.520425                  10.939115                     16.459540                   0.569393                0.768144              5.869328             6.181441               6.075217               0.312113              5.918759         11.783866       22.430377        3.894983       6.252967           0.144221            
   Th       90     172    262        -1881.175723              -11.058671               -3.067103             0.119453             0.113131               0.115154               4.685579                   9.429328                     14.114908                   0.573051                0.765454              5.877694             6.197709               6.089676               0.320015              5.926838         12.063457       22.994444        3.871779       6.209959          -0.340336            
   Th       90     174    264        -1887.283451              -11.301360               -3.039913             0.097368             0.091624               0.093445               3.829499                   7.766866                     11.596365                   0.581841                0.754402              5.885531             6.214244               6.104172               0.328713              5.934393         12.249236       23.358120        3.813792       6.107728          -0.802172            
   Th       90     176    266        -1893.551492              -11.563079               -3.055499            -0.079738            -0.080662              -0.080372              -3.143791                  -6.957214                    -10.101004                   0.581938                0.753079              5.892761             6.232637               6.119755               0.339876              5.941346         12.519489       23.904837        3.887761       6.268041          -1.326161            
   Th       90     178    268        -1899.663175              -11.851411               -3.010915            -0.047815            -0.048874              -0.048545              -1.890517                  -4.288125                     -6.178641                   0.581062                0.727748              5.901094             6.250705               6.135520               0.349611              5.949394         12.831962       24.538404        3.796255       6.111683          -1.716520            
   Th       90     180    270        -1905.802039              -12.144451               -2.919421            -0.000001            -0.000001              -0.000001              -0.000032                  -0.000068                     -0.000100                   0.579846                0.697143              5.909334             6.270951               6.152774               0.361617              5.957351         13.197439       25.272538        3.781878       6.138864          -2.377268            
   Th       90     182    272        -1911.900940              -12.397688               -2.525144             0.000000             0.000000               0.000000              -0.000016                  -0.000030                     -0.000046                   0.579415                0.703918              5.917560             6.294018               6.171997               0.376458              5.965294         13.426156       25.732891        3.749981       6.098901          -3.071439            
   Th       90     184    274        -1916.714460              -12.649952               -1.660913             0.000000             0.000000               0.000000              -0.000010                  -0.000014                     -0.000024                   0.577241                0.888245              5.926496             6.316939               6.191407               0.390443              5.973943         13.668273       26.221218        3.202841       4.813520          -2.246411            
   Th       90     186    276        -1918.302420              -12.919730               -0.758104             0.000000             0.000000               0.000000              -0.000010                  -0.000016                     -0.000026                   0.574870                0.679053              5.936476             6.339146               6.210710               0.402670              5.983628         13.943084       26.774932        1.577629       1.587960           0.490822            
   Th       90     188    278        -1918.878083              -13.199913               -0.444565             0.000000             0.000000               0.000000              -0.000012                  -0.000022                     -0.000034                   0.572117                0.697593              5.947797             6.361387               6.230498               0.413590              5.994645         14.207983       27.309246        0.976155       0.575663           0.949405            
   Th       90     190    280        -1919.348325              -13.483471               -0.296876             0.000000             0.000000               0.000000              -0.000014                  -0.000025                     -0.000039                   0.568780                0.765053              5.959541             6.383692               6.250498               0.424151              6.006083         14.471972       27.842832        0.966444       0.470242           0.520512            
   Th       90     192    282        -1919.758826              -13.781605               -0.519188             0.092915             0.081417               0.084741               3.769826                   8.122108                     11.891934                   0.538455                0.754079              5.977801             6.417575               6.280568               0.439774              6.023987         14.687591       28.319542        0.964816       0.410501           0.046667            
   Th       90     194    284        -1921.109498              -14.169195               -0.713662             0.139948             0.120615               0.126153               5.723591                  12.286867                     18.010458                   0.512499                0.732837              6.001701             6.451562               6.312471               0.449861              6.047492         15.025021       29.047448        1.418794       1.350672          -1.370214            
   Th       90     196    286        -1922.688192              -14.619852               -0.789396             0.171324             0.147350               0.154160               7.063871                  15.314631                     22.378502                   0.481221                0.728743              6.026094             6.483279               6.342964               0.457185              6.071488         15.462346       29.972315        1.520137       1.578694          -2.326142            
   Th       90     198    288        -1924.402625              -15.077943               -0.782207             0.195656             0.168968               0.176484               8.130005                  17.910425                     26.040429                   0.460220                0.726026              6.049537             6.514228               6.372653               0.464691              6.094545         15.935215       30.953109        1.584601       1.714433          -3.386748            
   Th       90     200    290        -1926.024662              -15.497469               -0.691014             0.212689             0.185215               0.192884               8.897002                  20.007407                     28.904409                   0.454514                0.728577              6.069780             6.543152               6.399992               0.473372              6.114428         16.376578       31.842040        1.538320       1.622037          -4.275146            
   Th       90     202    292        -1927.354754              -15.878097               -0.550346             0.224421             0.197183               0.204719               9.441863                  21.689068                     31.130932                   0.457423                0.735003              6.087245             6.569845               6.424964               0.482600              6.131555         16.780882       32.637565        1.396836       1.330092          -4.872132            
   Th       90     204    294        -1928.288465              -16.226018               -0.394688             0.232837             0.206104               0.213434               9.846267                  23.069904                     32.916170                   0.464898                0.735256              6.102859             6.594927               6.448283               0.492068              6.146847         17.133006       33.322708        1.201985       0.933711          -5.271276            
   Th       90     206    296        -1928.853662              -16.542294               -0.246658             0.238901             0.212812               0.219902              10.149668                  24.231695                     34.381363                   0.473272                0.735177              6.117026             6.619188               6.470628               0.502162              6.160703         17.445261       33.929738        1.017815       0.565197          -5.587905            
